Batch,Para1,Para2,Para3,Para4,Para5
387.0,0.007751937984496124,0.002583979328165375,0.0103359173126615,0.00516795865633075,0.012919896640826873
388.0,0.007731958762886598,0.002577319587628866,0.010309278350515464,0.005154639175257732,0.01288659793814433
389.0,0.007712082262210797,0.002570694087403599,0.010282776349614395,0.005141388174807198,0.012853470437017995
390.0,0.007692307692307693,0.002564102564102564,0.010256410256410256,0.005128205128205128,0.01282051282051282
391.0,0.0076726342710997444,0.0025575447570332483,0.010230179028132993,0.005115089514066497,0.01278772378516624
392.0,0.007653061224489796,0.002551020408163265,0.01020408163265306,0.00510204081632653,0.012755102040816327
393.0,0.007633587786259542,0.002544529262086514,0.010178117048346057,0.005089058524173028,0.01272264631043257
394.0,0.007614213197969543,0.0025380710659898475,0.01015228426395939,0.005076142131979695,0.012690355329949238
395.0,0.007594936708860759,0.002531645569620253,0.010126582278481013,0.005063291139240506,0.012658227848101266
396.0,0.007575757575757576,0.0025252525252525255,0.010101010101010102,0.005050505050505051,0.012626262626262626
397.0,0.007556675062972292,0.0025188916876574307,0.010075566750629723,0.005037783375314861,0.012594458438287154
398.0,0.007537688442211055,0.002512562814070352,0.010050251256281407,0.005025125628140704,0.01256281407035176
399.0,0.007518796992481203,0.002506265664160401,0.010025062656641603,0.005012531328320802,0.012531328320802004
400.0,0.0075,0.0025,0.01,0.005,0.0125
401.0,0.007481296758104738,0.0024937655860349127,0.00997506234413965,0.004987531172069825,0.012468827930174564
402.0,0.007462686567164179,0.0024875621890547263,0.009950248756218905,0.004975124378109453,0.012437810945273632
403.0,0.007444168734491315,0.0024813895781637717,0.009925558312655087,0.004962779156327543,0.01240694789081886
404.0,0.007425742574257425,0.0024752475247524753,0.009900990099009901,0.0049504950495049506,0.012376237623762377
405.0,0.007407407407407408,0.0024691358024691358,0.009876543209876543,0.0049382716049382715,0.012345679012345678
406.0,0.007389162561576354,0.0024630541871921183,0.009852216748768473,0.0049261083743842365,0.012315270935960592
407.0,0.007371007371007371,0.002457002457002457,0.009828009828009828,0.004914004914004914,0.012285012285012284
408.0,0.007352941176470588,0.0024509803921568627,0.00980392156862745,0.004901960784313725,0.012254901960784314
409.0,0.007334963325183374,0.0024449877750611247,0.009779951100244499,0.004889975550122249,0.012224938875305624
410.0,0.007317073170731708,0.0024390243902439024,0.012195121951219513,0.004878048780487805,0.012195121951219513
411.0,0.0072992700729927005,0.0024330900243309003,0.012165450121654502,0.004866180048661801,0.012165450121654502
412.0,0.007281553398058253,0.0024271844660194173,0.014563106796116505,0.0048543689320388345,0.012135922330097087
413.0,0.007263922518159807,0.002421307506053269,0.014527845036319613,0.004842615012106538,0.012106537530266344
414.0,0.007246376811594203,0.0024154589371980675,0.014492753623188406,0.004830917874396135,0.012077294685990338
415.0,0.007228915662650603,0.0024096385542168677,0.014457831325301205,0.004819277108433735,0.012048192771084338
416.0,0.007211538461538462,0.002403846153846154,0.014423076923076924,0.004807692307692308,0.01201923076923077
